M1.D_b.DIC Time [a],M1.D_b.DIC DIC [mol],M1.D_b.DIC C^{12}$S [mol],M1.D_b.DIC C^{13}$S [mol],M1.D_b.DIC $\delta^{13}$C [VPDB],M1.D_b.DIC DIC [mol/l],M1.CG_H_b2D_b.C_DIC_2_DIC_thc.thc_F DIC [mol/a],M1.CG_H_b2D_b.C_DIC_2_DIC_thc.thc_F DIC [C^{12}$S],M1.CG_H_b2D_b.C_DIC_2_DIC_thc.thc_F DIC [C^{13}$S],M1.CG_H_b2D_b.C_DIC_2_DIC_thc.thc_F DIC $\delta^{13}$C [VPDB],M1.CG_D_b2L_b.C_DIC_2_DIC_thc.thc_F DIC [mol/a],M1.CG_D_b2L_b.C_DIC_2_DIC_thc.thc_F DIC [C^{12}$S],M1.CG_D_b2L_b.C_DIC_2_DIC_thc.thc_F DIC [C^{13}$S],M1.CG_D_b2L_b.C_DIC_2_DIC_thc.thc_F DIC $\delta^{13}$C [VPDB],M1.CG_H_b2D_b.C_DIC_2_DIC_mix_f.mix_f_F DIC [mol/a],M1.CG_H_b2D_b.C_DIC_2_DIC_mix_f.mix_f_F DIC [C^{12}$S],M1.CG_H_b2D_b.C_DIC_2_DIC_mix_f.mix_f_F DIC [C^{13}$S],M1.CG_H_b2D_b.C_DIC_2_DIC_mix_f.mix_f_F DIC $\delta^{13}$C [VPDB],M1.CG_D_b2H_b.C_DIC_2_DIC_mix_b.mix_b_F DIC [mol/a],M1.CG_D_b2H_b.C_DIC_2_DIC_mix_b.mix_b_F DIC [C^{12}$S],M1.CG_D_b2H_b.C_DIC_2_DIC_mix_b.mix_b_F DIC [C^{13}$S],M1.CG_D_b2H_b.C_DIC_2_DIC_mix_b.mix_b_F DIC $\delta^{13}$C [VPDB],M1.CG_L_b2D_b.C_DIC_2_DIC_POM.POM_F DIC [mol/a],M1.CG_L_b2D_b.C_DIC_2_DIC_POM.POM_F DIC [C^{12}$S],M1.CG_L_b2D_b.C_DIC_2_DIC_POM.POM_F DIC [C^{13}$S],M1.CG_L_b2D_b.C_DIC_2_DIC_POM.POM_F DIC $\delta^{13}$C [VPDB],M1.CG_L_b2D_b.C_DIC_2_DIC_PIC_DIC.PIC_DIC_F DIC [mol/a],M1.CG_L_b2D_b.C_DIC_2_DIC_PIC_DIC.PIC_DIC_F DIC [C^{12}$S],M1.CG_L_b2D_b.C_DIC_2_DIC_PIC_DIC.PIC_DIC_F DIC [C^{13}$S],M1.CG_L_b2D_b.C_DIC_2_DIC_PIC_DIC.PIC_DIC_F DIC $\delta^{13}$C [VPDB]
147400.0,2.975690121679136e+18,1.5401043596131005e+18,1.4355857620660352e+18,81950.85784058893,0.0023009230299625154,1701707122584758.5,824039174658542.9,877667947926215.6,93781.65100279501,1815290214474438.8,939525507524670.8,875764706949768.0,81950.83333043792,2042048547101710.2,988847009590251.5,1053201537511458.8,93781.65100279501,2178348257369326.5,1127430609029605.0,1050917648339721.5,81950.83333043792,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
147600.0,2.975692176321948e+18,1.5396664983140012e+18,1.436025678007947e+18,81999.874398181,0.0023009246186948005,1701708064039152.8,823771941633951.0,877936122405201.8,93841.36858867966,1815291468197479.5,939258394649551.5,876033073547928.0,81999.84989175842,2042049676846983.5,988526329960741.2,1053523346886242.2,93841.36858867966,2178349761836975.2,1127110073579461.8,1051239688257513.5,81999.84989175842,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
147800.0,2.975693188820632e+18,1.5392284136661678e+18,1.4364647751544643e+18,82048.88355534775,0.0023009254015994188,1701708401621165.0,823504587155692.2,878203814465472.8,93901.08679702363,1815292086194451.2,938991145535181.2,876300940659270.0,82048.85905260745,2042050081945398.2,988205504586830.8,1053844577358567.5,93901.08679702363,2178350503433341.5,1126789374642217.5,1051561128791124.0,82048.85905260745,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
148000.0,2.975693171955331e+18,1.5387901118319165e+18,1.4369030601234145e+18,82097.88537704827,0.002300925388558491,1701708114405892.2,823237100420615.6,878471013985276.6,93960.80580687389,1815292076196601.8,938723763907076.9,876568312289524.9,82097.8608779516,2042049737287071.0,987884520504738.9,1054165216782332.1,93960.80580687389,2178350491435922.2,1126468516688492.5,1051881974747429.8,82097.8608779516,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
148200.0,2.975692115343766e+18,1.538351587295543e+18,1.437340528048223e+18,82146.87989436682,0.0023009245715440224,1701707112687640.8,822969437995130.4,878737674692510.4,94020.5256591306,1815291431972246.8,938456246452739.6,876835185519507.1,82146.8553989497,2042048535225169.0,987563325594156.4,1054485209631012.6,94020.5256591306,2178349718366696.2,1126147495743287.8,1052202222623408.5,82146.8553989497,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
148400.0,2.975690097440996e+18,1.5379128807242834e+18,1.4377772167167124e+18,82195.86710894314,0.002300923011220613,1701705553943831.8,822701676706502.4,879003877237329.4,94080.24623767188,1815290201233265.2,938188617904483.8,877101583328781.5,82195.84261712713,2042046664732598.2,987242012047802.9,1054804652684795.4,94080.24623767188,2178348241479918.5,1125826341485380.6,1052521899994537.9,82195.84261712713,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
148600.0,2.9756870278330276e+18,1.5374739442127516e+18,1.438213083620276e+18,82244.84716528085,0.002300920637676535,1701703381879215.8,822433788605981.2,879269593273234.5,94139.96773069541,1815288328978765.0,937920849118113.1,877367479860651.9,82244.82267703295,2042044058255058.8,986920546327177.5,1055123511927881.2,94139.96773069541,2178345994774518.2,1125505018941736.1,1052840975832782.1,82244.82267703295,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
148800.0,2.975683086911019e+18,1.537034870342253e+18,1.438648216568766e+18,82293.82014608584,0.002300917590397471,1701700700245984.2,822165825720851.4,879534874525132.9,94199.6897410557,1815285925122652.8,937652996503919.4,877632928618733.4,82293.79566134518,2042040840295181.0,986598990865021.6,1055441849430159.4,94199.6897410557,2178343110147183.5,1125183595804703.2,1053159514342480.2,82293.79566134518,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
149000.0,2.9756781665437737e+18,1.5365956026277345e+18,1.4390825639160392e+18,82342.78613106992,0.0023009137857720402,1701697421437439.5,821897744187140.4,879799677250299.1,94259.4126332746,1815282923792856.0,937385025651203.6,877897898141652.4,82342.76164981855,2042036905724927.5,986277293024568.5,1055759612700359.0,94259.4126332746,2178339508551427.2,1124862030781444.4,1053477477769982.9,82342.76164981855,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
149200.0,2.9756724069701033e+18,1.536156212732989e+18,1.4395161942371144e+18,82391.74521500726,0.0023009093322385204,1701693699220544.5,821629620290697.0,880064078929847.5,94319.13597591846,1815279410464205.8,937116980238620.1,878162430225585.6,82391.72073716305,2042032439064653.5,985955544348836.5,1056076894715817.0,94319.13597591846,2178335292557047.0,1124540376286344.2,1053794916270702.8,82391.72073716305,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
149400.0,2.9756657694982666e+18,1.5357166798493368e+18,1.4399490896489298e+18,82440.69749799657,0.0023009041998789045,1701689433886391.2,821361405223763.0,880328028662628.2,94378.85993149837,1815275361633923.2,936848847623622.4,878426514010300.9,82440.6730235558,2042027320663669.8,985633686268515.9,1056393634395153.9,94378.85993149837,2178330433960708.0,1124218617148346.8,1054111816812361.2,82440.6730235558,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
149600.0,2.9756582958192067e+18,1.5352770255170463e+18,1.4403812703021604e+18,82489.64298450176,0.0023008984209303028,1701684645400722.0,821093108532797.8,880591536867924.2,94438.58454013309,1815270802601490.5,936580640877754.4,878690161723736.1,82489.61851344189,2042021574480866.5,985311730239357.4,1056709844241509.1,94438.58454013309,2178324963121788.8,1123896769053305.4,1054428194068483.4,82489.61851344189,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
149800.0,2.9756500053537106e+18,1.5348372592105935e+18,1.440812746143117e+18,82538.58174131037,0.0023008920104096477,1701679373742693.5,820824750666324.1,880854623076369.4,94498.30955863425,1815265745367911.0,936312365860041.4,878953379507869.6,82538.55727361274,2042015248491232.5,984989700799589.1,1057025547691643.4,94498.30955863425,2178318894441493.2,1123574839032049.8,1054744055409443.5,82538.55727361274,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
150000.0,2.975640881339911e+18,1.5343973722173023e+18,1.441243509122609e+18,82587.51378115284,0.00230088495535599,1701673575761890.0,820556309163970.9,881117266597919.1,94558.03537253315,1815260179554849.0,936044017176534.8,879216162378314.2,82587.4893167946,2042008290914268.0,984667570996765.1,1057340719917502.9,94558.03537253315,2178312215465818.8,1123252820611841.6,1055059394853977.1,82587.4893167946,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
150200.0,2.9756309971600896e+18,1.533957402149548e+18,1.4416735950105416e+18,82636.43913418378,0.0023008773125114553,1701667252407807.0,820287786539638.1,881379465868168.9,94617.76153812709,1815254150092318.5,935775617856520.8,879478532235797.8,82636.41467319599,2042000702889368.5,984345343847565.8,1057655359041802.8,94617.76153812709,2178304980110782.2,1122930741427824.8,1055374238682957.5,82636.41467319599,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
150400.0,2.9756202189482696e+18,1.533517280356176e+18,1.4421029385920937e+18,82685.35776453,0.0023008689783654977,1701660388734494.0,820019172594088.2,881641216140405.8,94677.48874838211,1815247575205196.8,935507125962904.9,879740449242291.9,82685.33330687488,2041992466481393.0,984023007112905.9,1057969459368487.1,94677.48874838211,2178297090246236.0,1122608551155485.8,1055688539090750.2,82685.33330687488,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
150600.0,2.975608778410654e+18,1.5330771250536776e+18,1.4425316533569766e+18,82734.26981183475,0.002300860132082653,1701653170876734.2,819750561076274.8,881902609800459.5,94737.21610469423,1815240596227517.5,935238613604428.4,880001982623089.1,82734.24535744081,2041983805052081.0,983700673291529.5,1058283131760551.5,94737.21610469423,2178288715473021.0,1122286336325314.2,1056002379147706.8,82734.24535744081,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
150800.0,2.9755965125981665e+18,1.5326368516953943e+18,1.4429596609027722e+18,82783.1753431522,0.002300850647664155,1701645447733741.5,819481876251606.8,882163571482134.8,94796.94427575034,1815233113827406.8,934970029241831.9,880263084585574.9,82783.15089200824,2041974537280489.8,983378251501928.2,1058596285778561.5,94796.94427575034,2178279736592888.2,1121964035090198.4,1056315701502689.9,82783.15089200824,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
151000.0,2.9755835360741504e+18,1.5321965188841938e+18,1.4433870171899566e+18,82832.0744079831,0.0023008406136949796,1701637300361414.0,819213158472659.8,882424141888754.2,94856.67297825782,1815225197824147.8,934701408589853.2,880523789234294.5,82832.04996005032,2041964760433696.8,983055790167191.5,1058908970266505.2,94856.67297825782,2178270237388977.5,1121641690307824.0,1056628547081153.5,82832.04996005032,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
151200.0,2.975569864055284e+18,1.5317561339835116e+18,1.4438137300717727e+18,82880.96705946159,0.0023008300419412723,1701628704910577.5,818944396799269.1,882684308111308.4,94916.4020985337,1815216857573749.8,934432756177976.2,880784101395773.5,82880.94261474165,2041954445892693.0,982733276159123.0,1059221169733570.0,94916.4020985337,2178260229088499.8,1121319307413571.6,1056940921674928.1,82880.94261474165,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
151400.0,2.9755554363108925e+18,1.5313156658960297e+18,1.4442397704148628e+18,82929.85330841434,0.002300818885830258,1701619657039485.5,818675587771763.4,882944069267722.1,94976.13195630423,1815208056315751.8,934164053026813.0,881044003288938.8,82929.82886687931,2041943588447382.8,982410705326116.1,1059532883121266.6,94976.13195630423,2178249667578902.0,1120996863632175.5,1057252803946726.5,82929.82886687931,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
151600.0,2.9755403645001016e+18,1.5308751714565755e+18,1.4446651930435261e+18,82978.73322646382,0.0023008072317012547,1701610228742228.8,818406767214571.8,883203461527657.0,95035.8622917884,1815198862066303.2,933895333756341.5,881303528309961.8,82978.70878806575,2041932274490674.8,982088120657486.4,1059844153833188.4,95035.8622917884,2178238634479564.0,1120674400507609.8,1057564233971954.2,82978.70878806575,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
151800.0,2.975524653075773e+18,1.5304346521199498e+18,1.445090000955823e+18,83027.6069051215,0.0023007950829973933,1701600431283470.2,818137941417186.6,883462489866283.6,95095.59291039781,1815189277675865.5,933626599322890.2,881562678352975.2,83027.58246983758,2041920517540164.5,981765529700624.1,1060154987839540.4,95095.59291039781,2178227133211038.8,1120351919187468.4,1057875214023570.4,83027.58246983758,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
152000.0,2.9755082034702285e+18,1.5299940570254167e+18,1.4455141464448118e+18,83076.47436147816,0.002300782363502189,1701590172684961.8,817869063627781.0,883721109057180.8,95155.32438911828,1815179242982991.8,933357818683212.9,881821424299778.9,83076.44992930116,2041908207221954.2,981442876353337.2,1060465330868617.0,95155.32438911828,2178215091579590.2,1120029382419855.5,1058185709159734.8,83076.44992930116,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
152200.0,2.9754912134457293e+18,1.5295534877214372e+18,1.445937725724292e+18,83125.33561002355,0.00230076922613336,1701579534286049.5,817600175449976.1,883979358836073.4,95215.05616924564,1815168878537139.5,933089053737915.0,882079824799224.5,83125.31118094415,2041895441143259.2,981120210539971.2,1060775230603288.0,95215.05616924564,2178202654244567.5,1119706864485497.9,1058495789759069.6,83125.31118094415,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
152400.0,2.9754735762246195e+18,1.5291128888695677e+18,1.4463606873550518e+18,83174.19069555525,0.0023007555883261368,1701568530968460.2,817331283570637.9,884237247397822.4,95274.7883579457,1815158119344912.8,932820270803102.1,882337848541810.6,83174.1662695459,2041882237162152.2,980797540284765.5,1061084696877386.8,95274.7883579457,2178189743213895.2,1119384324963722.5,1058805418250172.8,83174.1662695459,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
152600.0,2.9754552588739656e+18,1.528672243114454e+18,1.4467830157595116e+18,83223.03966494682,0.0023007414246154533,1701557113759749.0,817062362504525.0,884494751255224.0,95334.5214031302,1815146945218160.5,932551459241072.0,882595485977088.5,83223.01524197847,2041868536511699.0,980474835005430.1,1061393701506268.9,95334.5214031302,2178176334261792.8,1119061751089286.5,1059114583172506.2,83223.01524197847,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
152800.0,2.9754364235908516e+18,1.528231633058127e+18,1.4472047905327245e+18,83271.88259733185,0.0023007268604186043,1701545401772326.8,816793472027981.5,884751929744345.2,95394.2547222161,1815135455068280.0,932282669424373.9,882852785643906.1,83271.85817735254,2041854482126792.2,980152166433577.9,1061702315693214.4,95394.2547222161,2178162546081936.2,1118739203309249.0,1059423342772687.2,83271.85817735254,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
153000.0,2.975417034234906e+18,1.5277910392827272e+18,1.447625994952179e+18,83320.71958171374,0.002300711867790405,1701533371657304.0,816524601165392.8,885008770491911.2,95453.9882567626,1815123626983169.2,932013889576459.1,883109737406710.1,83320.69516470967,2041840045988764.8,979829521398471.1,1062010524590293.6,95453.9882567626,2178148352379803.2,1118416667491751.1,1059731684888052.1,83320.69516470967,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
153200.0,2.975396969985808e+18,1.5273504018231014e+18,1.4480465681627064e+18,83369.55037811848,0.0023006963533077334,1701520508504281.0,816255497487947.9,885265011016333.1,95513.72323338274,1815111387214546.2,931745083092626.8,883366304121919.5,83369.5259643408,2041824610205137.2,979506596985537.5,1062318013219599.8,95513.72323338274,2178133664657455.5,1118094099711152.0,1060039564946303.5,83369.5259643408,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
153400.0,2.9753761825830006e+18,1.526909697243323e+18,1.4484664853396777e+18,83418.37483427461,0.0023006802796535905,1701507320912641.8,815986406607766.5,885520914304875.2,95573.45931695726,1815098706269913.0,931476235651716.2,883622470618196.8,83418.35042356493,2041808785095170.2,979183687929319.9,1062625097165850.4,95573.45931695726,2178118447523895.8,1117771482782059.6,1060346964741836.1,83418.35042356493,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
153600.0,2.9753548764331305e+18,1.5264690272263752e+18,1.4488858492067553e+18,83467.19331308869,0.0023006638048833987,1701493935037867.5,815717391840179.6,885776543197687.9,95633.19586068258,1815085708811576.5,931207409266942.1,883878299544634.4,83467.16890530466,2041792722045441.2,978860870208215.8,1062931851837225.5,95633.19586068258,2178102850573892.0,1117448891120330.6,1060653959453561.4,83467.16890530466,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
153800.0,2.975333002918994e+18,1.5260283651170642e+18,1.4493046378019297e+18,83516.00600159807,0.0023006468914043856,1701480238451158.5,815448397903762.8,886031840547395.8,95692.93316684816,1815072365259650.5,930938587717414.9,884133777542235.6,83515.98159668394,2041776286141390.2,978538077484515.2,1063238208656875.0,95692.93316684816,2178086838311580.8,1117126305260898.0,1060960533050682.8,83515.98159668394,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
154000.0,2.9753105941381494e+18,1.525587726457445e+18,1.4497228676807043e+18,83564.8129982256,0.0023006295640356712,1701466228261473.0,815179423077276.2,886286805184196.8,95752.671308218,1815058695163833.0,930669780468411.4,884388914695421.6,83564.78859613411,2041759473913767.8,978215307692731.5,1063544166221036.2,95752.671308218,2178070434196599.8,1116803736562093.6,1061266697634506.1,83564.78859613411,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
154200.0,2.9752877647180396e+18,1.5251471666071729e+18,1.4501405981108667e+18,83613.61468267937,0.0023006119114117943,1701452451711118.5,814910733448690.6,886541718262427.9,95812.40937253904,1815044768410724.5,930401021272320.4,884643747138404.1,83613.59028305483,2041742942053342.2,977892880138428.8,1063850061914913.5,95812.40937253904,2178053722092869.5,1116481225526784.6,1061572496566084.9,83613.59028305483,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
154400.0,2.975264641007674e+18,1.5247067475063585e+18,1.4505578935013153e+18,83662.41136268976,0.0023005940312308807,1701438360686549.2,814642064955723.0,886796295730826.2,95872.1476683458,1815030662063553.5,930132347905047.9,884898314158505.6,83662.3869656468,2041726032823859.2,977570477946867.8,1064155554876991.5,95872.1476683458,2178036794476264.2,1116158817486057.6,1061877976990206.6,83662.3869656468,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
154600.0,2.975241307076317e+18,1.5242665140042353e+18,1.450974793072082e+18,83711.20281765693,0.0023005759884986597,1701424070824926.2,814373475748481.8,887050595076444.5,95931.88555168295,1815016427537529.2,929863787793142.6,885152639744386.6,83711.17842325488,2041708884989911.8,977248170898178.2,1064460714091733.5,95931.88555168295,2178019713045035.2,1115836545351771.2,1062183167693264.0,83711.17842325488,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
154800.0,2.9752176146080364e+18,1.52382639083594e+18,1.4513912237720963e+18,83759.9889455722,0.0023005576685312993,1701409514901253.5,814104930964026.9,887304583937226.6,95991.62362071397,1815001974293086.0,929595294990920.8,885406679302165.2,83759.96455384708,2041691417881504.5,976925917156832.5,1064765500724672.0,95991.62362071397,2178002369151703.5,1115514353989105.1,1062488015162598.4,83759.96455384708,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
155000.0,2.9751935601706296e+18,1.523386376399542e+18,1.4518071837710876e+18,83808.76971348257,0.0023005390686748834,1701394724352897.2,813836445522502.9,887558278830394.4,96051.36189268791,1814987300232170.8,929326868519124.6,885660431713046.1,83808.74532443794,2041673669223476.8,976603734627003.5,1065069934596473.2,96051.36189268791,2177984760278604.8,1115192242222949.5,1062792518055655.2,83808.74532443794,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
155200.0,2.975169120733713e+18,1.5229464579434104e+18,1.4522226627903025e+18,83857.54521618897,0.0023005201711213943,1701379853993106.2,813568093830678.8,887811760162427.5,96111.10026827575,1814972391304785.8,929058500599043.5,885913890705742.2,83857.52082972122,2041655824791727.5,976281712596814.4,1065374112194913.1,96111.10026827575,2177966869565743.0,1114870200718852.1,1063096668846890.9,83857.52082972122,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
155400.0,2.9751443846201774e+18,1.5225066797646515e+18,1.452637704855526e+18,83906.31554286237,0.002300501044165637,1701364759677867.8,813299807133384.5,888064952544483.2,96170.83868384443,1814957301374799.8,928790218244420.1,886167083130379.6,83906.29115900987,2041637711613441.5,975959768560061.5,1065677943053380.0,96170.83868384443,2177948761649759.8,1114548261893304.1,1063400499756455.6,83906.29115900987,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
155600.0,2.975119476990846e+18,1.5220671063702362e+18,1.4530523706206098e+18,83955.08062126354,0.0023004817845869822,1701349540644402.2,813031635199045.6,888317905445356.6,96230.57658788578,1814942106759838.0,928522060789117.2,886420045970720.8,83955.05624003283,2041619448773283.0,975637962238854.9,1065981486534428.1,96230.57658788578,2177930528111805.8,1114226472946940.9,1063704055164864.9,83955.05624003283,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
155800.0,2.975094316216622e+18,1.5216276959055828e+18,1.4534666203110392e+18,84003.84043915577,0.002300462329266537,1701334162670576.2,812763561227845.1,888570601442731.1,96290.31405799492,1814926757773242.5,928254002756529.9,886672755016712.6,84003.81606057179,2041600995204691.8,975316273473414.1,1066284721731277.6,96290.31405799492,2177912109327891.2,1113904803307836.0,1064007306020055.2,84003.81606057179,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
156000.0,2.975068833698995e+18,1.5211884135772672e+18,1.453880420121728e+18,84052.59494406961,0.002300442625161179,1701318574049289.0,812495558690157.8,888823015359131.2,96350.0514931994,1814911212533639.0,927986022904139.0,886925189629500.0,84052.5705681501,2041582288859147.0,974994670428189.5,1066587618430957.5,96350.0514931994,2177893455040367.0,1113583227484966.9,1064310227555400.1,84052.5705681501,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
156200.0,2.9750429471074447e+18,1.5207492182560522e+18,1.4542937288513925e+18,84101.34400968693,0.0023004226086096465,1701302570761003.8,812227527708239.2,889075043052764.5,96409.78944586603,1814895420791225.0,927718096128219.0,887177324663006.0,84101.31963654522,2041563084913204.8,974673033249887.2,1066890051663317.5,96409.78944586603,2177874504949470.2,1113261715353863.0,1064612789595607.2,84101.31963654522,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
156400.0,2.9750166881332833e+18,1.5203101266822195e+18,1.4547065614510638e+18,84150.0875604749,0.002300402304116934,1701286387197632.8,811959581714676.0,889326805482956.8,96469.52756312051,1814879401872490.0,927450232638607.2,887429169233882.8,84150.06319005457,2041543664637159.2,974351498057611.0,1067192166579548.2,96469.52756312051,2177855282246988.0,1112940279166328.8,1064915003080659.2,84150.06319005457,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
156600.0,2.974990089540898e+18,1.5198711544458166e+18,1.4551189350950812e+18,84198.82571332341,0.0023003817370177795,1701270036607965.2,811691727448620.5,889578309159344.8,96529.26573030106,1814863175765662.0,927182441946094.1,887680733819567.9,84198.8013455857,2041524043929558.5,974030072938344.8,1067493970991213.8,96529.26573030106,2177835810918794.8,1112618930335313.2,1065216880583481.5,84198.8013455857,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
156800.0,2.9749632965195254e+18,1.5194323749782915e+18,1.455530921541234e+18,84247.55853491955,0.0023003610195783293,1701253593611080.5,811424002521441.8,889829591089638.8,96589.00346241664,1814846830988497.8,926914768819492.0,887932062169005.8,84247.5341698257,2041504312333296.8,973708803025730.1,1067795509307566.6,96589.00346241664,2177816197186197.2,1112297722583390.4,1065518474602806.9,84247.5341698257,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
157000.0,2.9749362412612e+18,1.518993753019168e+18,1.4559424882420319e+18,84296.28607528437,0.0023003400993667424,1701237005144657.0,811156381226599.8,890080623918057.2,96648.74082392795,1814830326311802.0,926647191817919.1,888183134493882.9,84296.26171284025,2041484406173588.5,973387657471919.8,1068096748701668.8,96648.74082392795,2177796391574162.5,1111976630181503.1,1065819761392659.4,84296.26171284025,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
157200.0,2.9749087504826737e+18,1.5185552021667738e+18,1.4563535483159e+18,84345.00807915792,0.002300318842393457,1701219772165523.2,810888619746411.9,890331152419111.4,96708.47916105308,1814813555975445.5,926379658205833.0,888433897769612.5,84344.98371961224,2041463726598628.0,973066343695694.2,1068397382902933.8,96708.47916105308,2177776267170534.8,1111655589846999.8,1066120677323535.0,84344.98371961224,200000000000000.0,197777534291657.75,2222465708342.2188,0.0,60000000000000.0,59333260287497.336,666739712502.6641,0.0
