M1.CO2_At Time [a],M1.CO2_At CO2 [mol],M1.CO2_At C^{12}$S [mol],M1.CO2_At C^{13}$S [mol],M1.CO2_At $\delta^{13}$C [VPDB],M1.CO2_At CO2 [mol/l],C_H_b_2_CO2_At.CO2_F CO2 [mol/a],C_H_b_2_CO2_At.CO2_F CO2 [C^{12}$S],C_H_b_2_CO2_At.CO2_F CO2 [C^{13}$S],C_H_b_2_CO2_At.CO2_F CO2 $\delta^{13}$C [VPDB],C_L_b_2_CO2_At.CO2_F CO2 [mol/a],C_L_b_2_CO2_At.CO2_F CO2 [C^{12}$S],C_L_b_2_CO2_At.CO2_F CO2 [C^{13}$S],C_L_b_2_CO2_At.CO2_F CO2 $\delta^{13}$C [VPDB],M1.volcanic.DIC_2_CO2_At_F CO2 [mol/a],M1.volcanic.DIC_2_CO2_At_F CO2 [C^{12}$S],M1.volcanic.DIC_2_CO2_At_F CO2 [C^{13}$S],M1.volcanic.DIC_2_CO2_At_F CO2 $\delta^{13}$C [VPDB],M1.C_CO2_At_2_DIC_Si_W.CO2_At_2_DIC_Si_W_F CO2 [mol/a],M1.C_CO2_At_2_DIC_Si_W.CO2_At_2_DIC_Si_W_F CO2 [C^{12}$S],M1.C_CO2_At_2_DIC_Si_W.CO2_At_2_DIC_Si_W_F CO2 [C^{13}$S],M1.C_CO2_At_2_DIC_Si_W.CO2_At_2_DIC_Si_W_F CO2 $\delta^{13}$C [VPDB]
142400.0,5.309665796469096e+16,2.5110875240377264e+16,2.7985782724313696e+16,98178.4912233257,0.00028967080177136367,46873633815077.445,-8047758433241.305,54921392248318.75,-608307.2918144586,-46849213756767.125,11021487520933.031,-57870701277700.16,-468261.9546679522,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2961218324779.383,0.0,0.0,0.0
142600.0,5.308785272119851e+16,2.509790637104088e+16,2.798994635015763e+16,98244.50288642912,0.00028962276443643485,46881738899629.76,-8057598365602.883,54939337265232.64,-607763.8379328031,-46858086949934.305,11030869859307.508,-57888956809241.81,-468011.79783556226,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2961120103032.303,0.0,0.0,0.0
142800.0,5.307922314043604e+16,2.508503012335107e+16,2.799419301708497e+16,98310.51071168651,0.00028957568543609404,46889594142550.23,-8067620461514.57,54957214604064.8,-607207.2750011001,-46866727624838.03,11040427473296.836,-57907155098134.87,-467754.1945657018,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2961023828105.187,0.0,0.0,0.0
143000.0,5.307076808325337e+16,2.50722458703225e+16,2.7998522212930868e+16,98376.51462892003,0.00028952955855566484,46897222915489.4,-8077812460351.203,54975035375840.6,-606638.7311173704,-46875125445505.13,11050164115588.633,-57925289561093.766,-467488.96499947674,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2960929488085.4634,0.0,0.0,0.0
143200.0,5.306244393240861e+16,2.5059532769928736e+16,2.800291116247987e+16,98442.51573344148,0.00028948414583965416,46904602220680.805,-8088165249843.68,54992767470524.484,-606058.6157809122,-46882896501251.58,11060242776277.008,-57943139277528.586,-467207.4942132113,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2960836597356.0645,0.0,0.0,0.0
143400.0,5.305423311350759e+16,2.5046882129444096e+16,2.8007350984063496e+16,98508.51643766939,0.00028943935141029784,46911720098495.18,-8098683420347.656,55010403518842.836,-605466.5843321169,-46890547334374.81,11070421061631.469,-57960968396006.28,-466922.1774086006,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2960744959733.562,0.0,0.0,0.0
143600.0,5.304615117260334e+16,2.5034301336817804e+16,2.801184983578554e+16,98574.5158610894,0.0002893952600796691,46918626007964.04,-8109348287929.133,55027974295893.17,-604864.4483776323,-46898021572060.22,11080730036113.477,-57978751608173.695,-466631.52423967636,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2960654749336.6226,0.0,0.0,0.0
143800.0,5.303819980553085e+16,2.5021791157571616e+16,2.801640864795923e+16,98640.51370930321,0.00028935188109945905,46925340849489.35,-8120149605805.242,55045490455294.59,-604253.1583612578,-46905305696617.086,11091176214574.383,-57996481911191.47,-466335.2303399342,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2960565985658.7627,0.0,0.0,0.0
144000.0,5.303037652753813e+16,2.5009350343263004e+16,2.8021026184275124e+16,98706.50999903996,0.00028930920091401054,46931885375372.12,-8131076092806.586,55062961468178.7,-603633.7212959486,-46912393437349.9,11101760840237.492,-58014154277587.39,-466033.23024180124,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2960478641508.8765,0.0,0.0,0.0
144200.0,5.302270889133479e+16,2.4996991881890492e+16,2.80257170094443e+16,98772.50418938983,0.0002892673698381604,46938287017887.05,-8142127665000.961,55080414682888.01,-603006.5036608011,-46919589948769.01,11112351691251.594,-58031941640020.6,-465732.46602197556,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2960393024748.4014,0.0,0.0,0.0
144400.0,5.3015202764058504e+16,2.498471865354147e+16,2.803048411051703e+16,98838.4947551063,0.00028922641988029737,46944558988648.52,-8153295780571.82,55097854769220.34,-602372.2469597056,-46926514606779.375,11123127610606.227,-58049642217385.6,-465423.85293763323,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2960309201940.5493,0.0,0.0,0.0
144600.0,5.300783789603883e+16,2.4972520888155492e+16,2.803531700788334e+16,98904.48275670237,0.00028918624056758775,46950669665483.375,-8164588397793.352,55115258063276.73,-601730.1637627967,-46933223269746.36,11134055503050.992,-58067278772797.35,-465108.9906325718,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2960226947428.982,0.0,0.0,0.0
144800.0,5.30006044608011e+16,2.496039380922146e+16,2.8040210651579644e+16,98970.46871822051,0.0002891467782913317,46956608679680.664,-8176007057875.102,55132615737555.766,-601080.1066333276,-46939740300165.31,11145120474655.953,-58084860774821.266,-464788.6057617776,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2960146151934.532,0.0,0.0,0.0
145000.0,5.299349663480646e+16,2.4948334574873776e+16,2.804516205993269e+16,99036.45283540407,0.00028910800128099544,46962399660935.06,-8187538043639.352,55149937704574.414,-600423.2509497105,-46946063829743.25,11156320176289.438,-58102384006032.69,-464462.7905152419,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2960066750907.0117,0.0,0.0,0.0
145200.0,5.298647623478881e+16,2.4936324981979876e+16,2.8050151252808932e+16,99102.4363372352,0.00028906970122634374,46968001252159.13,-8199184049781.039,55167185301940.17,-599759.0359831263,-46951861759811.53,11167795507588.422,-58119657267399.95,-464124.20631410106,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2959988318513.4927,0.0,0.0,0.0
145400.0,5.297952750150656e+16,2.4924357274427816e+16,2.8055170227078744e+16,99168.42142513987,0.0002890317921522453,46973393020681.51,-8210953919171.914,55184346939853.42,-599086.751234511,-46957590071511.445,11179329316816.586,-58136919388328.03,-463783.80774630717,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2959910678439.7163,0.0,0.0,0.0
145600.0,5.2972663543112856e+16,2.4912437700369892e+16,2.8060225842742964e+16,99234.40713406228,0.00028899434557071933,46978623715308.74,-8222828163804.664,55201451879113.41,-598408.194253018,-46963198587063.35,11190948820458.766,-58154147407522.12,-463440.29850833537,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2959833977529.414,0.0,0.0,0.0
145800.0,5.296588827221175e+16,2.4900568086536876e+16,2.8065320185674876e+16,99300.39317863456,0.0002889573828271236,46983734941029.836,-8234787726720.383,55218522667750.22,-597725.0425794885,-46968656314602.72,11202668616892.625,-58171324931495.34,-463092.9637764948,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2959758259884.1006,0.0,0.0,0.0
146000.0,5.295920088067405e+16,2.4888747975771756e+16,2.8070452904902292e+16,99366.37975059196,0.00028892089951267893,46988705486054.63,-8246842711732.086,55235548197786.72,-597036.4872931566,-46973976707651.336,11214482898218.46,-58188459605869.8,-462742.1246661356,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2959683516734.8687,0.0,0.0,0.0
146200.0,5.295258806816402e+16,2.4876971040072668e+16,2.8075617028091348e+16,99432.36706243333,0.0002888848230669068,46993530765360.39,-8258988993582.625,55252519758943.016,-596342.7794348671,-46979082437715.15,11226422669596.852,-58205505107312.0,-462386.15963933954,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2959609599783.176,0.0,0.0,0.0
146400.0,5.294604547523201e+16,2.4865235122215024e+16,2.8080810353016984e+16,99498.35560883828,0.0002888491297066667,46998244077765.13,-8271209916479.148,55269453994244.28,-595645.3411768256,-46984066325371.59,11238442002481.188,-58222508327852.78,-462027.3523539976,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2959536460474.4116,0.0,0.0,0.0
146600.0,5.293957569588679e+16,2.485354138138717e+16,2.8086034314499624e+16,99564.34551193022,0.0002888138335836704,47002823356382.33,-8283517480427.953,55286340836810.28,-594943.2393106989,-46988935289748.96,11250539506324.25,-58239474796073.21,-461665.8201995479,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2959464128009.7915,0.0,0.0,0.0
146800.0,5.2933174688741544e+16,2.4841887906612236e+16,2.8091286782129308e+16,99630.33654687047,0.00028877891264998115,47007289620134.516,-8295899131443.781,55303188751578.3,-594237.5051247489,-46993687550554.08,11262713917424.773,-58256401467978.85,-461301.60707965994,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2959392557462.7134,0.0,0.0,0.0
147000.0,5.292684362880752e+16,2.4830275188091344e+16,2.8096568440716176e+16,99696.32886057133,0.00028874437331591666,47011664485691.586,-8308345226680.883,55320009712372.47,-593528.9896897018,-46998307036582.92,11274972245208.719,-58273279281791.64,-460934.3716775028,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2959321762236.766,0.0,0.0,0.0
147200.0,5.292064024025588e+16,2.4818730407418908e+16,2.8101909832836972e+16,99762.32128791868,0.0002887105304978499,47015956412646.305,-8320879530012.156,55336835942658.46,-592816.3763799017,-47003425519993.38,11287044266100.266,-58290469786093.65,-460577.9850216044,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2959252387430.811,0.0,0.0,0.0
147400.0,5.291457935234851e+16,2.480726094993278e+16,2.8107318402415732e+16,99828.30997272153,0.0002886774650973732,47020248455379.914,-8333457882477.617,55353706337857.53,-592103.2539003813,-47008246487720.85,11299301477664.82,-58307547965385.67,-460213.94879895414,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2959184600290.668,0.0,0.0,0.0
147600.0,5.290863030959239e+16,2.4795852073302016e+16,2.8112778236290376e+16,99894.29718400288,0.0002886450098722989,47024442134284.6,-8346117814549.125,55370559948833.73,-591386.3311374735,-47012879495220.516,11311683770774.04,-58324563265994.555,-459845.1329960273,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2959118058115.0605,0.0,0.0,0.0
147800.0,5.290277610802396e+16,2.4784495659484988e+16,2.8118280448538972e+16,99960.28359949384,0.0002886130720568683,47028525018632.53,-8358859006975.266,55387384025607.8,-590665.5331314213,-47017364716183.56,11324166146347.492,-58341530862531.055,-459472.69687700714,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2959052570962.143,0.0,0.0,0.0
148000.0,5.289701484779225e+16,2.477319070230901e+16,2.812382414548324e+16,100026.26969183062,0.00028858164128637344,47032493646925.234,-8371683161532.617,55404176808457.85,-589940.7601410996,-47021705635710.73,11336746110121.203,-58358451745831.93,-459096.7708304589,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2958988117849.705,0.0,0.0,0.0
148200.0,5.289136892719502e+16,2.4761947705969188e+16,2.8129421221225836e+16,100092.25491048525,0.0002885508397555648,47036357926427.664,-8384596578509.719,55420954504937.38,-589211.7819491862,-47026228674164.91,11349281299088.773,-58375509973253.68,-458724.5608700315,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2958924949302.1514,0.0,0.0,0.0
148400.0,5.288584877988567e+16,2.4750771723151556e+16,2.8135077056734116e+16,100158.23745499876,0.0002885207243856283,47040178650860.69,-8397569553622.086,55437748204482.77,-588481.048717745,-47030516755773.234,11361966216386.188,-58392482972159.42,-458346.47766059375,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2958863182932.4346,0.0,0.0,0.0
148600.0,5.288043280535621e+16,2.473965239558376e+16,2.814078040977245e+16,100224.21872818237,0.0002884911773341855,47043856222118.25,-8410642610960.102,55454498833078.35,-587745.1319823446,-47034666666843.54,11374750807102.352,-58409417473945.89,-457964.93226034875,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2958802577150.8657,0.0,0.0,0.0
148800.0,5.2875114139618424e+16,2.472858645268338e+16,2.8146527686935044e+16,100290.19873987464,0.0002884621611544922,47047456681529.84,-8423780925535.773,55471237607065.62,-587006.8344962217,-47038654545585.164,11387641017042.96,-58426295562628.125,-457579.56794891553,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2958743055525.685,0.0,0.0,0.0
149000.0,5.28698878953059e+16,2.471757145416498e+16,2.8152316441140924e+16,100356.17825726602,0.00028843364918333827,47050912788938.55,-8437016030236.93,55487928819175.48,-586263.6204870215,-47042525979301.07,11400616032674.727,-58443142011975.8,-457191.4346116942,2941176470588.236,2908654760984.501,32521709603.73437,-5.0,2958684563491.6074,0.0,0.0,0.0
